   0.00000,   2.78697,   6.52646,  10.05427,  11.11262,  12.41791,  14.60516,  15.83989,  17.21574,  18.20353,  19.86160,  21.23745,  23.24830,  24.58887,  25.54138,  26.52917,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   3.24559,   0.00000,   3.73948,   7.26730,   8.32564,   9.63094,  11.81818,  13.05292,  14.42877,  15.41655,  17.07463,  18.45047,  20.46133,  21.80190,  22.75441,  23.74220,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   6.66757,   3.42198,   0.00000,   3.52782,   4.58616,   5.89145,   8.07870,   9.31343,  10.68928,  11.67707,  13.33514,  14.71099,  16.72185,  18.06242,  19.01493,  20.00271,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   9.77205,   6.52646,   3.10448,   0.00000,   1.05834,   2.36364,   4.55088,   5.78562,   7.16147,   8.14925,   9.80733,  11.18318,  13.19403,  14.53460,  15.48711,  16.47490,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
  10.72456,   7.47897,   4.05699,   0.95251,   0.00000,   1.30529,   3.49254,   4.72727,   6.10312,   7.09091,   8.74898,  10.12483,  12.13569,  13.47626,  14.42877,  15.41655,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
  12.13569,   8.89009,   5.46811,   2.36364,   1.41113,   0.00000,   2.18725,   3.42198,   4.79783,   5.78562,   7.44369,   8.81954,  10.83039,  12.17096,  13.12347,  14.11126,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.23474,   2.61058,   3.59837,   5.25645,   6.63229,   8.64315,   9.98372,  10.93623,  11.92402,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  26.21167,   0.00000,   1.37585,   2.36364,   4.02171,   5.39756,   7.40841,   8.74898,   9.70149,  10.68928,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  24.83582,  26.07056,   0.00000,   0.98779,   2.64586,   4.02171,   6.03256,   7.37313,   8.32564,   9.31343,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  23.84803,  25.08277,  26.45862,   0.00000,   1.65807,   3.03392,   5.04478,   6.38535,   7.33786,   8.32564,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  22.18996,  23.42469,  24.80054,  25.78833,   0.00000,   1.37585,   3.38670,   4.72727,   5.67978,   6.66757,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  20.81411,  22.04885,  23.42469,  24.41248,  26.07056,   0.00000,   2.01085,   3.35142,   4.30393,   5.29172,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  18.80326,  20.03799,  21.41384,  22.40163,  24.05970,  25.43555,   0.00000,   1.34057,   2.29308,   3.28087,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  17.46269,  18.69742,  20.07327,  21.06106,  22.71913,  24.09498,  26.10583,   0.00000,   0.95251,   1.94030,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  16.51018,  17.74491,  19.12076,  20.10855,  21.76662,  23.14247,  25.15332,  26.49389,   0.00000,   0.98779,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
  25.47083,  22.22524,  18.80326,  15.69878,  14.74627,  13.33514,  13.33514,  13.33514,  13.33514,  13.33514,  13.33514,  13.33514,  13.33514,  13.33514,  13.33514,   0.00000,   0.70556,   2.54003,   4.65672,   5.75034,   7.16147,   8.39620,   9.98372,  11.32429,  23.93373,  23.93373,  23.93373,  23.93373,  23.93373,  23.93373,  13.33514,   0.00000,  23.93373,  23.93373,  23.93373,  23.93373,  23.93373,  23.93373,  23.93373,  23.93373
  24.76526,  21.51967,  18.09769,  14.99322,  14.04071,  12.62958,  12.62958,  12.62958,  12.62958,  12.62958,  12.62958,  12.62958,  12.62958,  12.62958,  12.62958,  24.76526,   0.00000,   1.83446,   3.95115,   5.04478,   6.45590,   7.69064,   9.27815,  10.61872,  23.22817,  23.22817,  23.22817,  23.22817,  23.22817,  23.22817,  12.62958,   0.00000,  23.22817,  23.22817,  23.22817,  23.22817,  23.22817,  23.22817,  23.22817,  23.22817
  22.93080,  19.68521,  16.26323,  13.15875,  12.20624,  10.79512,  10.79512,  10.79512,  10.79512,  10.79512,  10.79512,  10.79512,  10.79512,  10.79512,  10.79512,  22.93080,  22.50838,   0.00000,   2.11669,   3.21031,   4.62144,   5.85617,   7.44369,   8.78426,  21.39371,  21.39371,  21.39371,  21.39371,  21.39371,  21.39371,  10.79512,   0.00000,  21.39371,  21.39371,  21.39371,  21.39371,  21.39371,  21.39371,  21.39371,  21.39371
  20.81411,  17.56852,  14.14654,  11.04206,  10.08955,   8.67843,   8.67843,   8.67843,   8.67843,   8.67843,   8.67843,   8.67843,   8.67843,   8.67843,   8.67843,  20.81411,  20.39169,  20.39169,   0.00000,   1.09362,   2.50475,   3.73948,   5.32700,   6.66757,  19.27702,  19.27702,  19.27702,  19.27702,  19.27702,  19.27702,   8.67843,   0.00000,  19.27702,  19.27702,  19.27702,  19.27702,  19.27702,  19.27702,  19.27702,  19.27702
  19.72049,  16.47490,  13.05292,   9.94844,   8.99593,   7.58480,   7.58480,   7.58480,   7.58480,   7.58480,   7.58480,   7.58480,   7.58480,   7.58480,   7.58480,  19.72049,  19.29806,  19.29806,  19.29806,   0.00000,   1.41113,   2.64586,   4.23338,   5.57395,  18.18339,  18.18339,  18.18339,  18.18339,  18.18339,  18.18339,   7.58480,   0.00000,  18.18339,  18.18339,  18.18339,  18.18339,  18.18339,  18.18339,  18.18339,  18.18339
  18.30936,  15.06377,  11.64179,   8.53731,   7.58480,   6.17368,   6.17368,   6.17368,   6.17368,   6.17368,   6.17368,   6.17368,   6.17368,   6.17368,   6.17368,  18.30936,  17.88694,  17.88694,  17.88694,  17.88694,   0.00000,   1.23474,   2.82225,   4.16282,  16.77227,  16.77227,  16.77227,  16.77227,  16.77227,  16.77227,   6.17368,   0.00000,  16.77227,  16.77227,  16.77227,  16.77227,  16.77227,  16.77227,  16.77227,  16.77227
  17.07463,  13.82904,  10.40706,   7.30258,   6.35007,   4.93894,   4.93894,   4.93894,   4.93894,   4.93894,   4.93894,   4.93894,   4.93894,   4.93894,   4.93894,  17.07463,  16.65220,  16.65220,  16.65220,  16.65220,  16.65220,   0.00000,   1.58752,   2.92809,  15.53753,  15.53753,  15.53753,  15.53753,  15.53753,  15.53753,   4.93894,   0.00000,  15.53753,  15.53753,  15.53753,  15.53753,  15.53753,  15.53753,  15.53753,  15.53753
  15.48711,  12.24152,   8.81954,   5.71506,   4.76255,   3.35142,   3.35142,   3.35142,   3.35142,   3.35142,   3.35142,   3.35142,   3.35142,   3.35142,   3.35142,  15.48711,  15.06469,  15.06469,  15.06469,  15.06469,  15.06469,  15.06469,   0.00000,   1.34057,  13.95002,  13.95002,  13.95002,  13.95002,  13.95002,  13.95002,   3.35142,   0.00000,  13.95002,  13.95002,  13.95002,  13.95002,  13.95002,  13.95002,  13.95002,  13.95002
  14.14654,  10.90095,   7.47897,   4.37449,   3.42198,   2.01085,   2.01085,   2.01085,   2.01085,   2.01085,   2.01085,   2.01085,   2.01085,   2.01085,   2.01085,  14.14654,  13.72412,  13.72412,  13.72412,  13.72412,  13.72412,  13.72412,  13.72412,   0.00000,  12.60945,  12.60945,  12.60945,  12.60945,  12.60945,  12.60945,   2.01085,   0.00000,  12.60945,  12.60945,  12.60945,  12.60945,  12.60945,  12.60945,  12.60945,  12.60945
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
